id	node1	label	node2
P2190-datatype	P2190	datatype	external-id
P2191-datatype	P2191	datatype	external-id
P2192-datatype	P2192	datatype	external-id
P2193-datatype	P2193	datatype	external-id
P2194-datatype	P2194	datatype	external-id
P2195-datatype	P2195	datatype	external-id
P2196-datatype	P2196	datatype	quantity
P2197-datatype	P2197	datatype	quantity
P2198-datatype	P2198	datatype	quantity
P2199-datatype	P2199	datatype	quantity
P22-datatype	P22	datatype	wikibase-item
P220-datatype	P220	datatype	external-id
P2200-datatype	P2200	datatype	quantity
P2201-datatype	P2201	datatype	quantity
P2202-datatype	P2202	datatype	quantity
P2203-datatype	P2203	datatype	quantity
P2204-datatype	P2204	datatype	quantity
P2205-datatype	P2205	datatype	external-id
P2206-datatype	P2206	datatype	external-id
P2207-datatype	P2207	datatype	external-id
P2208-datatype	P2208	datatype	quantity
P2209-datatype	P2209	datatype	external-id
P221-datatype	P221	datatype	external-id
P2210-datatype	P2210	datatype	wikibase-item
P2211-datatype	P2211	datatype	quantity
P2212-datatype	P2212	datatype	quantity
P2213-datatype	P2213	datatype	quantity
P2214-datatype	P2214	datatype	quantity
P2215-datatype	P2215	datatype	quantity
P2216-datatype	P2216	datatype	quantity
P2217-datatype	P2217	datatype	quantity
P2218-datatype	P2218	datatype	quantity
P2219-datatype	P2219	datatype	quantity
P2220-datatype	P2220	datatype	quantity
P2221-datatype	P2221	datatype	quantity
P2222-datatype	P2222	datatype	quantity
P2223-datatype	P2223	datatype	quantity
P2225-datatype	P2225	datatype	quantity
P2226-datatype	P2226	datatype	quantity
P2227-datatype	P2227	datatype	quantity
P2228-datatype	P2228	datatype	quantity
P2229-datatype	P2229	datatype	quantity
P223-datatype	P223	datatype	string
P2230-datatype	P2230	datatype	quantity
P2231-datatype	P2231	datatype	quantity
P2232-datatype	P2232	datatype	quantity
P2233-datatype	P2233	datatype	quantity
P2234-datatype	P2234	datatype	quantity
P2235-datatype	P2235	datatype	url
P2236-datatype	P2236	datatype	url
P2238-datatype	P2238	datatype	wikibase-item
P2239-datatype	P2239	datatype	wikibase-item
P2240-datatype	P2240	datatype	quantity
P2241-datatype	P2241	datatype	wikibase-item
P2242-datatype	P2242	datatype	external-id
P2243-datatype	P2243	datatype	quantity
P2244-datatype	P2244	datatype	quantity
P2248-datatype	P2248	datatype	quantity
P2249-datatype	P2249	datatype	external-id
P225-datatype	P225	datatype	string
P2250-datatype	P2250	datatype	quantity
P2252-datatype	P2252	datatype	external-id
P2253-datatype	P2253	datatype	external-id
P2254-datatype	P2254	datatype	quantity
P2255-datatype	P2255	datatype	external-id
P2257-datatype	P2257	datatype	quantity
P2258-datatype	P2258	datatype	string
P2259-datatype	P2259	datatype	string
P2260-datatype	P2260	datatype	quantity
P2261-datatype	P2261	datatype	quantity
P2262-datatype	P2262	datatype	quantity
P2263-datatype	P2263	datatype	string
P2264-datatype	P2264	datatype	external-id
P2266-datatype	P2266	datatype	external-id
P2267-datatype	P2267	datatype	external-id
P2268-datatype	P2268	datatype	external-id
P227-datatype	P227	datatype	external-id
P2270-datatype	P2270	datatype	external-id
P2271-datatype	P2271	datatype	wikibase-property
P2272-datatype	P2272	datatype	external-id
P2273-datatype	P2273	datatype	external-id
P2275-datatype	P2275	datatype	monolingualtext
P2276-datatype	P2276	datatype	external-id
P2277-datatype	P2277	datatype	external-id
P2278-datatype	P2278	datatype	external-id
P2279-datatype	P2279	datatype	wikibase-item
P2280-datatype	P2280	datatype	external-id
P2281-datatype	P2281	datatype	external-id
P2282-datatype	P2282	datatype	external-id
P2283-datatype	P2283	datatype	wikibase-item
P2284-datatype	P2284	datatype	quantity
P2285-datatype	P2285	datatype	time
P2286-datatype	P2286	datatype	wikibase-item
P2287-datatype	P2287	datatype	external-id
P2288-datatype	P2288	datatype	wikibase-item
P2289-datatype	P2289	datatype	wikibase-item
P229-datatype	P229	datatype	string
P2290-datatype	P2290	datatype	external-id
P2291-datatype	P2291	datatype	wikibase-item
P2292-datatype	P2292	datatype	quantity
P2293-datatype	P2293	datatype	wikibase-item
P2294-datatype	P2294	datatype	quantity
P2295-datatype	P2295	datatype	quantity
P2296-datatype	P2296	datatype	quantity
P2297-datatype	P2297	datatype	quantity
P2298-datatype	P2298	datatype	external-id
P2299-datatype	P2299	datatype	quantity
P230-datatype	P230	datatype	string
P2300-datatype	P2300	datatype	quantity
P2302-datatype	P2302	datatype	wikibase-item
P2303-datatype	P2303	datatype	wikibase-item
P2304-datatype	P2304	datatype	wikibase-property
P2305-datatype	P2305	datatype	wikibase-item
P2306-datatype	P2306	datatype	wikibase-property
P2307-datatype	P2307	datatype	string
P2308-datatype	P2308	datatype	wikibase-item
P2309-datatype	P2309	datatype	wikibase-item
P231-datatype	P231	datatype	external-id
P2310-datatype	P2310	datatype	time
P2311-datatype	P2311	datatype	time
P2312-datatype	P2312	datatype	quantity
P2313-datatype	P2313	datatype	quantity
P2315-datatype	P2315	datatype	monolingualtext
P2316-datatype	P2316	datatype	wikibase-item
P2317-datatype	P2317	datatype	string
P2318-datatype	P2318	datatype	wikibase-item
P2319-datatype	P2319	datatype	wikibase-item
P232-datatype	P232	datatype	external-id
P2320-datatype	P2320	datatype	quantity
P2321-datatype	P2321	datatype	wikibase-item
P2322-datatype	P2322	datatype	string
P2323-datatype	P2323	datatype	external-id
P2324-datatype	P2324	datatype	quantity
P2325-datatype	P2325	datatype	quantity
P2326-datatype	P2326	datatype	external-id
P2327-datatype	P2327	datatype	external-id
P2328-datatype	P2328	datatype	external-id
P2329-datatype	P2329	datatype	wikibase-item
P233-datatype	P233	datatype	string
P2330-datatype	P2330	datatype	external-id
P2331-datatype	P2331	datatype	external-id
P2332-datatype	P2332	datatype	external-id
P2333-datatype	P2333	datatype	external-id
P2334-datatype	P2334	datatype	external-id
P2335-datatype	P2335	datatype	external-id
P2336-datatype	P2336	datatype	external-id
P2337-datatype	P2337	datatype	external-id
P2338-datatype	P2338	datatype	external-id
P2339-datatype	P2339	datatype	external-id
P234-datatype	P234	datatype	external-id
P2340-datatype	P2340	datatype	external-id
P2341-datatype	P2341	datatype	wikibase-item
P2342-datatype	P2342	datatype	external-id
P2343-datatype	P2343	datatype	commonsMedia
P2344-datatype	P2344	datatype	external-id
P2345-datatype	P2345	datatype	external-id
P2346-datatype	P2346	datatype	external-id
P2347-datatype	P2347	datatype	external-id
P2348-datatype	P2348	datatype	wikibase-item
P2349-datatype	P2349	datatype	external-id
P235-datatype	P235	datatype	external-id
P2350-datatype	P2350	datatype	external-id
P2351-datatype	P2351	datatype	quantity
P2352-datatype	P2352	datatype	wikibase-item
P2353-datatype	P2353	datatype	wikibase-item
P2354-datatype	P2354	datatype	wikibase-item
P2355-datatype	P2355	datatype	external-id
P2357-datatype	P2357	datatype	string
P2358-datatype	P2358	datatype	wikibase-item
P2359-datatype	P2359	datatype	wikibase-item
P236-datatype	P236	datatype	external-id
P2360-datatype	P2360	datatype	wikibase-item
P2361-datatype	P2361	datatype	wikibase-item
P2362-datatype	P2362	datatype	quantity
P2363-datatype	P2363	datatype	wikibase-item
P2364-datatype	P2364	datatype	string
P2365-datatype	P2365	datatype	wikibase-item
P2366-datatype	P2366	datatype	wikibase-item
P2367-datatype	P2367	datatype	external-id
P2368-datatype	P2368	datatype	wikibase-property
P2369-datatype	P2369	datatype	external-id
P237-datatype	P237	datatype	wikibase-item
P2370-datatype	P2370	datatype	quantity
P2371-datatype	P2371	datatype	wikibase-item
P2372-datatype	P2372	datatype	external-id
P2373-datatype	P2373	datatype	external-id
P2374-datatype	P2374	datatype	quantity
P2375-datatype	P2375	datatype	wikibase-item
P2376-datatype	P2376	datatype	wikibase-item
P2377-datatype	P2377	datatype	wikibase-item
P2378-datatype	P2378	datatype	wikibase-item
P2379-datatype	P2379	datatype	wikibase-item
P238-datatype	P238	datatype	string
P2380-datatype	P2380	datatype	external-id
P2381-datatype	P2381	datatype	external-id
P2382-datatype	P2382	datatype	external-id
P2383-datatype	P2383	datatype	external-id
P2384-datatype	P2384	datatype	wikibase-item
P2385-datatype	P2385	datatype	external-id
P2386-datatype	P2386	datatype	quantity
P2387-datatype	P2387	datatype	external-id
P2388-datatype	P2388	datatype	wikibase-item
P2389-datatype	P2389	datatype	wikibase-item
P239-datatype	P239	datatype	string
P2390-datatype	P2390	datatype	external-id
P2391-datatype	P2391	datatype	external-id
P2392-datatype	P2392	datatype	wikibase-item
P2393-datatype	P2393	datatype	external-id
P2394-datatype	P2394	datatype	external-id
P2396-datatype	P2396	datatype	wikibase-item
P2397-datatype	P2397	datatype	external-id
P2398-datatype	P2398	datatype	external-id
P2399-datatype	P2399	datatype	external-id
P240-datatype	P240	datatype	string
P2400-datatype	P2400	datatype	external-id
P2401-datatype	P2401	datatype	external-id
P2402-datatype	P2402	datatype	quantity
P2403-datatype	P2403	datatype	quantity
P2404-datatype	P2404	datatype	quantity
P2405-datatype	P2405	datatype	quantity
P2406-datatype	P2406	datatype	quantity
P2407-datatype	P2407	datatype	quantity
P2408-datatype	P2408	datatype	wikibase-item
P2409-datatype	P2409	datatype	external-id
P241-datatype	P241	datatype	wikibase-item
P2410-datatype	P2410	datatype	string
P2411-datatype	P2411	datatype	string
P2412-datatype	P2412	datatype	external-id
P2413-datatype	P2413	datatype	external-id
P2414-datatype	P2414	datatype	wikibase-item
P2415-datatype	P2415	datatype	quantity
P2416-datatype	P2416	datatype	wikibase-item
P2417-datatype	P2417	datatype	wikibase-item
P2418-datatype	P2418	datatype	external-id
P242-datatype	P242	datatype	commonsMedia
P2421-datatype	P2421	datatype	external-id
P2423-datatype	P2423	datatype	external-id
P2424-datatype	P2424	datatype	external-id
P2425-datatype	P2425	datatype	commonsMedia
P2426-datatype	P2426	datatype	external-id
P2427-datatype	P2427	datatype	external-id
P2428-datatype	P2428	datatype	external-id
P2429-datatype	P2429	datatype	wikibase-item
P243-datatype	P243	datatype	external-id
P2430-datatype	P2430	datatype	quantity
P2431-datatype	P2431	datatype	external-id
P2432-datatype	P2432	datatype	external-id
P2433-datatype	P2433	datatype	wikibase-item
P2434-datatype	P2434	datatype	external-id
P2435-datatype	P2435	datatype	external-id
P2436-datatype	P2436	datatype	quantity
P2437-datatype	P2437	datatype	quantity
P2438-datatype	P2438	datatype	wikibase-item
P244-datatype	P244	datatype	external-id
P2440-datatype	P2440	datatype	string
P2441-datatype	P2441	datatype	monolingualtext
P2442-datatype	P2442	datatype	quantity
P2443-datatype	P2443	datatype	wikibase-item
P2444-datatype	P2444	datatype	wikibase-item
P2445-datatype	P2445	datatype	wikibase-item
P2446-datatype	P2446	datatype	external-id
P2447-datatype	P2447	datatype	external-id
P2448-datatype	P2448	datatype	external-id
P2449-datatype	P2449	datatype	external-id
P245-datatype	P245	datatype	external-id
P2450-datatype	P2450	datatype	external-id
P2451-datatype	P2451	datatype	external-id
P2452-datatype	P2452	datatype	external-id
P2453-datatype	P2453	datatype	wikibase-item
P2454-datatype	P2454	datatype	external-id
P2455-datatype	P2455	datatype	external-id
P2456-datatype	P2456	datatype	external-id
P2457-datatype	P2457	datatype	external-id
P2458-datatype	P2458	datatype	external-id
P2459-datatype	P2459	datatype	external-id
P246-datatype	P246	datatype	string
P2460-datatype	P2460	datatype	external-id
P2461-datatype	P2461	datatype	external-id
P2462-datatype	P2462	datatype	wikibase-item
P2463-datatype	P2463	datatype	external-id
P2464-datatype	P2464	datatype	external-id
P2465-datatype	P2465	datatype	external-id
P2467-datatype	P2467	datatype	external-id
P2468-datatype	P2468	datatype	external-id
P2469-datatype	P2469	datatype	external-id
P247-datatype	P247	datatype	external-id
P2470-datatype	P2470	datatype	external-id
P2471-datatype	P2471	datatype	external-id
P2472-datatype	P2472	datatype	external-id
P2473-datatype	P2473	datatype	external-id
P2474-datatype	P2474	datatype	external-id
P2475-datatype	P2475	datatype	external-id
P2476-datatype	P2476	datatype	external-id
P2477-datatype	P2477	datatype	external-id
P2478-datatype	P2478	datatype	external-id
P2479-datatype	P2479	datatype	external-id
P248-datatype	P248	datatype	wikibase-item
P2480-datatype	P2480	datatype	external-id
P2481-datatype	P2481	datatype	external-id
P2482-datatype	P2482	datatype	external-id
P2483-datatype	P2483	datatype	external-id
P2484-datatype	P2484	datatype	external-id
P2485-datatype	P2485	datatype	external-id
P2486-datatype	P2486	datatype	external-id
P2487-datatype	P2487	datatype	external-id
P2488-datatype	P2488	datatype	url
P2489-datatype	P2489	datatype	external-id
P249-datatype	P249	datatype	string
P2490-datatype	P2490	datatype	string
P2491-datatype	P2491	datatype	external-id
P2492-datatype	P2492	datatype	external-id
P2493-datatype	P2493	datatype	external-id
P2494-datatype	P2494	datatype	external-id
P2496-datatype	P2496	datatype	external-id
P2497-datatype	P2497	datatype	external-id
P2498-datatype	P2498	datatype	external-id
P2499-datatype	P2499	datatype	wikibase-item
P25-datatype	P25	datatype	wikibase-item
P2500-datatype	P2500	datatype	wikibase-item
P2501-datatype	P2501	datatype	wikibase-item
P2502-datatype	P2502	datatype	wikibase-item
P2503-datatype	P2503	datatype	external-id
P2504-datatype	P2504	datatype	external-id
P2505-datatype	P2505	datatype	wikibase-item
P2506-datatype	P2506	datatype	external-id
P2507-datatype	P2507	datatype	wikibase-item
P2508-datatype	P2508	datatype	external-id
P2509-datatype	P2509	datatype	external-id
P2510-datatype	P2510	datatype	external-id
P2511-datatype	P2511	datatype	external-id
P2512-datatype	P2512	datatype	wikibase-item
P2513-datatype	P2513	datatype	external-id
P2514-datatype	P2514	datatype	external-id
P2515-datatype	P2515	datatype	wikibase-item
P2516-datatype	P2516	datatype	external-id
P2517-datatype	P2517	datatype	wikibase-item
P2518-datatype	P2518	datatype	external-id
P2519-datatype	P2519	datatype	external-id
P2520-datatype	P2520	datatype	url
P2521-datatype	P2521	datatype	monolingualtext
P2522-datatype	P2522	datatype	wikibase-item
P2524-datatype	P2524	datatype	external-id
P2525-datatype	P2525	datatype	external-id
P2526-datatype	P2526	datatype	external-id
P2527-datatype	P2527	datatype	quantity
P2528-datatype	P2528	datatype	quantity
P2529-datatype	P2529	datatype	external-id
P2530-datatype	P2530	datatype	external-id
P2531-datatype	P2531	datatype	external-id
P2532-datatype	P2532	datatype	quantity
P2533-datatype	P2533	datatype	external-id
P2534-datatype	P2534	datatype	math
P2535-datatype	P2535	datatype	math
P2536-datatype	P2536	datatype	external-id
P2537-datatype	P2537	datatype	external-id
P2538-datatype	P2538	datatype	external-id
P2539-datatype	P2539	datatype	external-id
P2540-datatype	P2540	datatype	string
P2541-datatype	P2541	datatype	wikibase-item
P2542-datatype	P2542	datatype	quantity
P2545-datatype	P2545	datatype	wikibase-item
P2546-datatype	P2546	datatype	wikibase-item
P2547-datatype	P2547	datatype	quantity
P2548-datatype	P2548	datatype	wikibase-item
P2549-datatype	P2549	datatype	external-id
P2550-datatype	P2550	datatype	wikibase-item
P2551-datatype	P2551	datatype	wikibase-item
P2552-datatype	P2552	datatype	string
P2553-datatype	P2553	datatype	wikibase-item
P2554-datatype	P2554	datatype	wikibase-item
P2555-datatype	P2555	datatype	quantity
P2556-datatype	P2556	datatype	quantity
P2557-datatype	P2557	datatype	quantity
P2558-datatype	P2558	datatype	external-id
P2559-datatype	P2559	datatype	monolingualtext
P2560-datatype	P2560	datatype	wikibase-item
P2561-datatype	P2561	datatype	monolingualtext
P2562-datatype	P2562	datatype	monolingualtext
P2563-datatype	P2563	datatype	wikibase-item
P2564-datatype	P2564	datatype	wikibase-item
P2565-datatype	P2565	datatype	quantity
P2566-datatype	P2566	datatype	external-id
P2567-datatype	P2567	datatype	wikibase-item
P2568-datatype	P2568	datatype	wikibase-item
P2571-datatype	P2571	datatype	wikibase-item
P2572-datatype	P2572	datatype	string
P2573-datatype	P2573	datatype	quantity
P2574-datatype	P2574	datatype	external-id
P2575-datatype	P2575	datatype	wikibase-item
P2576-datatype	P2576	datatype	external-id
P2577-datatype	P2577	datatype	wikibase-item
P2578-datatype	P2578	datatype	wikibase-item
P2579-datatype	P2579	datatype	wikibase-item
P2580-datatype	P2580	datatype	external-id
P2581-datatype	P2581	datatype	external-id
P2582-datatype	P2582	datatype	external-id
P2583-datatype	P2583	datatype	quantity
P2584-datatype	P2584	datatype	external-id
P2585-datatype	P2585	datatype	external-id
P2586-datatype	P2586	datatype	external-id
P2587-datatype	P2587	datatype	wikibase-item
P2588-datatype	P2588	datatype	external-id
P2589-datatype	P2589	datatype	external-id
P2590-datatype	P2590	datatype	external-id
P2591-datatype	P2591	datatype	wikibase-item
P2592-datatype	P2592	datatype	external-id
P2593-datatype	P2593	datatype	external-id
P2595-datatype	P2595	datatype	quantity
P2596-datatype	P2596	datatype	wikibase-item
P2597-datatype	P2597	datatype	wikibase-item
P2598-datatype	P2598	datatype	string
P2599-datatype	P2599	datatype	quantity
P26-datatype	P26	datatype	wikibase-item
P2600-datatype	P2600	datatype	external-id
P2601-datatype	P2601	datatype	external-id
P2602-datatype	P2602	datatype	external-id
P2603-datatype	P2603	datatype	external-id
P2604-datatype	P2604	datatype	external-id
P2605-datatype	P2605	datatype	external-id
P2606-datatype	P2606	datatype	external-id
P2607-datatype	P2607	datatype	external-id
P2610-datatype	P2610	datatype	quantity
P2611-datatype	P2611	datatype	external-id
P2612-datatype	P2612	datatype	external-id
P2613-datatype	P2613	datatype	external-id
P2614-datatype	P2614	datatype	wikibase-item
P2618-datatype	P2618	datatype	external-id
P2619-datatype	P2619	datatype	external-id
P2620-datatype	P2620	datatype	external-id
P2621-datatype	P2621	datatype	external-id
P2622-datatype	P2622	datatype	external-id
P2623-datatype	P2623	datatype	external-id
P2624-datatype	P2624	datatype	external-id
P2625-datatype	P2625	datatype	external-id
P2626-datatype	P2626	datatype	external-id
P2627-datatype	P2627	datatype	external-id
P2628-datatype	P2628	datatype	external-id
P2629-datatype	P2629	datatype	wikibase-item
P263-datatype	P263	datatype	wikibase-item
P2630-datatype	P2630	datatype	quantity
P2631-datatype	P2631	datatype	external-id
P2632-datatype	P2632	datatype	wikibase-item
P2633-datatype	P2633	datatype	wikibase-item
P2634-datatype	P2634	datatype	wikibase-item
P2635-datatype	P2635	datatype	quantity
P2636-datatype	P2636	datatype	external-id
P2637-datatype	P2637	datatype	wikibase-item
P2638-datatype	P2638	datatype	external-id
P2639-datatype	P2639	datatype	external-id
P264-datatype	P264	datatype	wikibase-item
P2640-datatype	P2640	datatype	external-id
P2641-datatype	P2641	datatype	external-id
P2642-datatype	P2642	datatype	external-id
P2643-datatype	P2643	datatype	wikibase-item
P2645-datatype	P2645	datatype	quantity
P2646-datatype	P2646	datatype	external-id
P2647-datatype	P2647	datatype	wikibase-item
P2648-datatype	P2648	datatype	external-id
P2649-datatype	P2649	datatype	url
P2650-datatype	P2650	datatype	wikibase-item
P2651-datatype	P2651	datatype	external-id
P2652-datatype	P2652	datatype	wikibase-item
P2655-datatype	P2655	datatype	external-id
P2657-datatype	P2657	datatype	external-id
P2658-datatype	P2658	datatype	quantity
P2659-datatype	P2659	datatype	quantity
P2660-datatype	P2660	datatype	quantity
P2661-datatype	P2661	datatype	quantity
P2662-datatype	P2662	datatype	quantity
P2663-datatype	P2663	datatype	quantity
P2664-datatype	P2664	datatype	quantity
P2665-datatype	P2665	datatype	quantity
P2666-datatype	P2666	datatype	external-id
P2667-datatype	P2667	datatype	wikibase-item
P2668-datatype	P2668	datatype	wikibase-item
P2669-datatype	P2669	datatype	time
P267-datatype	P267	datatype	external-id
P2670-datatype	P2670	datatype	wikibase-item
P2671-datatype	P2671	datatype	external-id
P2672-datatype	P2672	datatype	external-id
P2673-datatype	P2673	datatype	wikibase-item
P2674-datatype	P2674	datatype	wikibase-item
P2675-datatype	P2675	datatype	wikibase-item
P2676-datatype	P2676	datatype	string
P2677-datatype	P2677	datatype	string
P2678-datatype	P2678	datatype	external-id
P2679-datatype	P2679	datatype	wikibase-item
P268-datatype	P268	datatype	external-id
P2680-datatype	P2680	datatype	wikibase-item
P2681-datatype	P2681	datatype	wikibase-item
P2682-datatype	P2682	datatype	wikibase-item
P2683-datatype	P2683	datatype	external-id
P2684-datatype	P2684	datatype	wikibase-item
P2685-datatype	P2685	datatype	external-id
P2686-datatype	P2686	datatype	external-id
P2687-datatype	P2687	datatype	external-id
P2688-datatype	P2688	datatype	external-id
P2689-datatype	P2689	datatype	external-id
P269-datatype	P269	datatype	external-id
P2694-datatype	P2694	datatype	external-id
P2695-datatype	P2695	datatype	wikibase-item
P2696-datatype	P2696	datatype	external-id
P2697-datatype	P2697	datatype	external-id
P2698-datatype	P2698	datatype	external-id
P2699-datatype	P2699	datatype	url
P27-datatype	P27	datatype	wikibase-item
P270-datatype	P270	datatype	external-id
P2700-datatype	P2700	datatype	wikibase-item
P2701-datatype	P2701	datatype	wikibase-item
P2702-datatype	P2702	datatype	wikibase-item
P2703-datatype	P2703	datatype	external-id
P2704-datatype	P2704	datatype	external-id
P2705-datatype	P2705	datatype	external-id
P2708-datatype	P2708	datatype	external-id
P2709-datatype	P2709	datatype	external-id
P271-datatype	P271	datatype	external-id
P2710-datatype	P2710	datatype	quantity
P2712-datatype	P2712	datatype	quantity
P2713-datatype	P2713	datatype	commonsMedia
P2715-datatype	P2715	datatype	wikibase-item
P2716-datatype	P2716	datatype	commonsMedia
P2717-datatype	P2717	datatype	quantity
P2718-datatype	P2718	datatype	quantity
P2719-datatype	P2719	datatype	string
P272-datatype	P272	datatype	wikibase-item
P2720-datatype	P2720	datatype	string
P2721-datatype	P2721	datatype	external-id
P2722-datatype	P2722	datatype	external-id
P2723-datatype	P2723	datatype	external-id
P2724-datatype	P2724	datatype	external-id
P2725-datatype	P2725	datatype	external-id
P2726-datatype	P2726	datatype	external-id
P2727-datatype	P2727	datatype	external-id
P2728-datatype	P2728	datatype	external-id
P2729-datatype	P2729	datatype	external-id
P2730-datatype	P2730	datatype	external-id
P2732-datatype	P2732	datatype	external-id
P2733-datatype	P2733	datatype	external-id
P2734-datatype	P2734	datatype	external-id
P2735-datatype	P2735	datatype	external-id
P2736-datatype	P2736	datatype	external-id
P2737-datatype	P2737	datatype	wikibase-item
P2738-datatype	P2738	datatype	wikibase-item
P2739-datatype	P2739	datatype	wikibase-item
P274-datatype	P274	datatype	string
P2740-datatype	P2740	datatype	external-id
P2741-datatype	P2741	datatype	external-id
P2742-datatype	P2742	datatype	external-id
P2743-datatype	P2743	datatype	wikibase-item
P2744-datatype	P2744	datatype	string
P2745-datatype	P2745	datatype	external-id
P2746-datatype	P2746	datatype	wikibase-item
P2747-datatype	P2747	datatype	wikibase-item
P2748-datatype	P2748	datatype	external-id
P2749-datatype	P2749	datatype	external-id
P275-datatype	P275	datatype	wikibase-item
P2750-datatype	P2750	datatype	external-id
P2751-datatype	P2751	datatype	external-id
P2752-datatype	P2752	datatype	external-id
P2753-datatype	P2753	datatype	external-id
P2754-datatype	P2754	datatype	time
P2755-datatype	P2755	datatype	external-id
P2756-datatype	P2756	datatype	wikibase-item
P2758-datatype	P2758	datatype	wikibase-item
P2759-datatype	P2759	datatype	external-id
P276-datatype	P276	datatype	wikibase-item
P2760-datatype	P2760	datatype	external-id
P2761-datatype	P2761	datatype	external-id
P2762-datatype	P2762	datatype	external-id
P2763-datatype	P2763	datatype	external-id
P2764-datatype	P2764	datatype	external-id
P2765-datatype	P2765	datatype	external-id
P2766-datatype	P2766	datatype	external-id
P2767-datatype	P2767	datatype	external-id
P2768-datatype	P2768	datatype	external-id
P2769-datatype	P2769	datatype	quantity
P277-datatype	P277	datatype	wikibase-item
P2770-datatype	P2770	datatype	wikibase-item
P2771-datatype	P2771	datatype	external-id
P2772-datatype	P2772	datatype	external-id
P2773-datatype	P2773	datatype	external-id
P2774-datatype	P2774	datatype	external-id
P2775-datatype	P2775	datatype	external-id
P2776-datatype	P2776	datatype	external-id
P2777-datatype	P2777	datatype	external-id
P2778-datatype	P2778	datatype	external-id
P2779-datatype	P2779	datatype	external-id
P278-datatype	P278	datatype	external-id
P2780-datatype	P2780	datatype	external-id
P2781-datatype	P2781	datatype	quantity
P2782-datatype	P2782	datatype	external-id
P2783-datatype	P2783	datatype	external-id
P2784-datatype	P2784	datatype	wikibase-item
P2786-datatype	P2786	datatype	globe-coordinate
P2787-datatype	P2787	datatype	quantity
P2788-datatype	P2788	datatype	external-id
P2789-datatype	P2789	datatype	wikibase-item
P279-datatype	P279	datatype	wikibase-item
P2790-datatype	P2790	datatype	quantity
P2791-datatype	P2791	datatype	quantity
P2792-datatype	P2792	datatype	external-id
P2793-datatype	P2793	datatype	quantity
P2794-datatype	P2794	datatype	external-id
P2795-datatype	P2795	datatype	monolingualtext
P2796-datatype	P2796	datatype	external-id
P2797-datatype	P2797	datatype	quantity
P2798-datatype	P2798	datatype	external-id
P2799-datatype	P2799	datatype	external-id
P2800-datatype	P2800	datatype	external-id
P2801-datatype	P2801	datatype	external-id
P2802-datatype	P2802	datatype	string
P2803-datatype	P2803	datatype	quantity
P2804-datatype	P2804	datatype	external-id
P2805-datatype	P2805	datatype	external-id
P2806-datatype	P2806	datatype	quantity
P2807-datatype	P2807	datatype	quantity
P2808-datatype	P2808	datatype	quantity
P2809-datatype	P2809	datatype	external-id
P281-datatype	P281	datatype	string
P2810-datatype	P2810	datatype	external-id
P2811-datatype	P2811	datatype	external-id
P2812-datatype	P2812	datatype	external-id
P2813-datatype	P2813	datatype	wikibase-item
P2814-datatype	P2814	datatype	external-id
P2815-datatype	P2815	datatype	external-id
P2816-datatype	P2816	datatype	external-id
P2817-datatype	P2817	datatype	wikibase-item
P2818-datatype	P2818	datatype	external-id
P2819-datatype	P2819	datatype	external-id
P282-datatype	P282	datatype	wikibase-item
P2820-datatype	P2820	datatype	wikibase-item
P2821-datatype	P2821	datatype	wikibase-item
P2822-datatype	P2822	datatype	wikibase-item
P2823-datatype	P2823	datatype	external-id
P2824-datatype	P2824	datatype	external-id
P2825-datatype	P2825	datatype	wikibase-item
P2826-datatype	P2826	datatype	external-id
P2827-datatype	P2827	datatype	wikibase-item
P2828-datatype	P2828	datatype	wikibase-item
P2829-datatype	P2829	datatype	external-id
P2830-datatype	P2830	datatype	external-id
P2831-datatype	P2831	datatype	wikibase-item
P2832-datatype	P2832	datatype	external-id
P2833-datatype	P2833	datatype	external-id
P2834-datatype	P2834	datatype	quantity
P2835-datatype	P2835	datatype	quantity
P2836-datatype	P2836	datatype	quantity
P2838-datatype	P2838	datatype	wikibase-item
P2839-datatype	P2839	datatype	wikibase-item
P2840-datatype	P2840	datatype	external-id
P2841-datatype	P2841	datatype	wikibase-item
P2842-datatype	P2842	datatype	wikibase-item
P2843-datatype	P2843	datatype	external-id
P2844-datatype	P2844	datatype	quantity
P2845-datatype	P2845	datatype	external-id
P2846-datatype	P2846	datatype	wikibase-item
P2847-datatype	P2847	datatype	external-id
P2848-datatype	P2848	datatype	wikibase-item
P2849-datatype	P2849	datatype	wikibase-item
P2850-datatype	P2850	datatype	external-id
P2851-datatype	P2851	datatype	wikibase-item
P2852-datatype	P2852	datatype	wikibase-item
P2853-datatype	P2853	datatype	wikibase-item
P2854-datatype	P2854	datatype	quantity
P2855-datatype	P2855	datatype	quantity
P2856-datatype	P2856	datatype	external-id
P2857-datatype	P2857	datatype	external-id
P2858-datatype	P2858	datatype	external-id
P2859-datatype	P2859	datatype	string
P286-datatype	P286	datatype	wikibase-item
P2860-datatype	P2860	datatype	wikibase-item
P2861-datatype	P2861	datatype	external-id
P2862-datatype	P2862	datatype	external-id
P2863-datatype	P2863	datatype	external-id
P2864-datatype	P2864	datatype	external-id
P2865-datatype	P2865	datatype	external-id
P2866-datatype	P2866	datatype	external-id
P2867-datatype	P2867	datatype	external-id
P2868-datatype	P2868	datatype	wikibase-item
P2869-datatype	P2869	datatype	wikibase-item
P287-datatype	P287	datatype	wikibase-item
