id	node1	label	node2
P1735-datatype	P1735	datatype	external-id
P1736-datatype	P1736	datatype	external-id
P1738-datatype	P1738	datatype	external-id
P1739-datatype	P1739	datatype	external-id
P1740-datatype	P1740	datatype	wikibase-item
P1741-datatype	P1741	datatype	external-id
P1743-datatype	P1743	datatype	external-id
P1744-datatype	P1744	datatype	external-id
P1745-datatype	P1745	datatype	external-id
P1746-datatype	P1746	datatype	external-id
P1747-datatype	P1747	datatype	external-id
P1748-datatype	P1748	datatype	string
P1749-datatype	P1749	datatype	external-id
P175-datatype	P175	datatype	wikibase-item
P1750-datatype	P1750	datatype	wikibase-item
P1751-datatype	P1751	datatype	external-id
P1752-datatype	P1752	datatype	quantity
P1753-datatype	P1753	datatype	wikibase-item
P1754-datatype	P1754	datatype	wikibase-item
P1755-datatype	P1755	datatype	external-id
P176-datatype	P176	datatype	wikibase-item
P1760-datatype	P1760	datatype	external-id
P1761-datatype	P1761	datatype	external-id
P1762-datatype	P1762	datatype	string
P1763-datatype	P1763	datatype	external-id
P1764-datatype	P1764	datatype	external-id
P1766-datatype	P1766	datatype	commonsMedia
P1769-datatype	P1769	datatype	external-id
P177-datatype	P177	datatype	wikibase-item
P1770-datatype	P1770	datatype	external-id
P1771-datatype	P1771	datatype	external-id
P1772-datatype	P1772	datatype	external-id
P1774-datatype	P1774	datatype	wikibase-item
P1775-datatype	P1775	datatype	wikibase-item
P1776-datatype	P1776	datatype	wikibase-item
P1777-datatype	P1777	datatype	wikibase-item
P1778-datatype	P1778	datatype	wikibase-item
P1779-datatype	P1779	datatype	wikibase-item
P178-datatype	P178	datatype	wikibase-item
P1780-datatype	P1780	datatype	wikibase-item
P1782-datatype	P1782	datatype	string
P1785-datatype	P1785	datatype	string
P1786-datatype	P1786	datatype	string
P1787-datatype	P1787	datatype	string
P1788-datatype	P1788	datatype	external-id
P1789-datatype	P1789	datatype	wikibase-item
P179-datatype	P179	datatype	wikibase-item
P1791-datatype	P1791	datatype	wikibase-item
P1792-datatype	P1792	datatype	wikibase-item
P1793-datatype	P1793	datatype	string
P1794-datatype	P1794	datatype	external-id
P1795-datatype	P1795	datatype	external-id
P1796-datatype	P1796	datatype	string
P1798-datatype	P1798	datatype	external-id
P1799-datatype	P1799	datatype	external-id
P18-datatype	P18	datatype	commonsMedia
P180-datatype	P180	datatype	wikibase-item
P1800-datatype	P1800	datatype	external-id
P1801-datatype	P1801	datatype	commonsMedia
P1802-datatype	P1802	datatype	external-id
P1803-datatype	P1803	datatype	external-id
P1804-datatype	P1804	datatype	external-id
P1806-datatype	P1806	datatype	external-id
P1807-datatype	P1807	datatype	external-id
P1808-datatype	P1808	datatype	external-id
P1809-datatype	P1809	datatype	wikibase-item
P181-datatype	P181	datatype	commonsMedia
P1810-datatype	P1810	datatype	string
P1811-datatype	P1811	datatype	wikibase-item
P1813-datatype	P1813	datatype	monolingualtext
P1814-datatype	P1814	datatype	string
P1815-datatype	P1815	datatype	string
P1816-datatype	P1816	datatype	external-id
P1817-datatype	P1817	datatype	wikibase-item
P1818-datatype	P1818	datatype	external-id
P1819-datatype	P1819	datatype	external-id
P1820-datatype	P1820	datatype	external-id
P1821-datatype	P1821	datatype	external-id
P1822-datatype	P1822	datatype	external-id
P1823-datatype	P1823	datatype	external-id
P1824-datatype	P1824	datatype	string
P1825-datatype	P1825	datatype	external-id
P1826-datatype	P1826	datatype	external-id
P1827-datatype	P1827	datatype	external-id
P1828-datatype	P1828	datatype	external-id
P1829-datatype	P1829	datatype	external-id
P183-datatype	P183	datatype	wikibase-item
P1830-datatype	P1830	datatype	wikibase-item
P1831-datatype	P1831	datatype	quantity
P1832-datatype	P1832	datatype	external-id
P1833-datatype	P1833	datatype	quantity
P1836-datatype	P1836	datatype	string
P1837-datatype	P1837	datatype	external-id
P1838-datatype	P1838	datatype	external-id
P1839-datatype	P1839	datatype	external-id
P184-datatype	P184	datatype	wikibase-item
P1840-datatype	P1840	datatype	wikibase-item
P1841-datatype	P1841	datatype	external-id
P1842-datatype	P1842	datatype	external-id
P1843-datatype	P1843	datatype	monolingualtext
P1844-datatype	P1844	datatype	external-id
P1845-datatype	P1845	datatype	string
P1846-datatype	P1846	datatype	commonsMedia
P1847-datatype	P1847	datatype	external-id
P1848-datatype	P1848	datatype	external-id
P1849-datatype	P1849	datatype	external-id
P185-datatype	P185	datatype	wikibase-item
P1850-datatype	P1850	datatype	external-id
P1851-datatype	P1851	datatype	wikibase-item
P1852-datatype	P1852	datatype	external-id
P1853-datatype	P1853	datatype	wikibase-item
P1854-datatype	P1854	datatype	external-id
P1855-datatype	P1855	datatype	wikibase-item
P186-datatype	P186	datatype	wikibase-item
P1866-datatype	P1866	datatype	external-id
P1867-datatype	P1867	datatype	quantity
P1868-datatype	P1868	datatype	quantity
P1869-datatype	P1869	datatype	external-id
P1870-datatype	P1870	datatype	external-id
P1871-datatype	P1871	datatype	external-id
P1872-datatype	P1872	datatype	quantity
P1873-datatype	P1873	datatype	quantity
P1874-datatype	P1874	datatype	external-id
P1875-datatype	P1875	datatype	wikibase-item
P1876-datatype	P1876	datatype	wikibase-item
P1877-datatype	P1877	datatype	wikibase-item
P1878-datatype	P1878	datatype	wikibase-item
P1879-datatype	P1879	datatype	wikibase-item
P1880-datatype	P1880	datatype	wikibase-item
P1881-datatype	P1881	datatype	wikibase-item
P1882-datatype	P1882	datatype	external-id
P1883-datatype	P1883	datatype	external-id
P1884-datatype	P1884	datatype	wikibase-item
P1885-datatype	P1885	datatype	wikibase-item
P1886-datatype	P1886	datatype	external-id
P1887-datatype	P1887	datatype	wikibase-item
P1888-datatype	P1888	datatype	external-id
P1889-datatype	P1889	datatype	wikibase-item
P189-datatype	P189	datatype	wikibase-item
P1890-datatype	P1890	datatype	external-id
P1891-datatype	P1891	datatype	wikibase-item
P1893-datatype	P1893	datatype	external-id
P1894-datatype	P1894	datatype	external-id
P1895-datatype	P1895	datatype	external-id
P1896-datatype	P1896	datatype	url
P1897-datatype	P1897	datatype	wikibase-item
P1898-datatype	P1898	datatype	wikibase-item
P1899-datatype	P1899	datatype	external-id
P19-datatype	P19	datatype	wikibase-item
P190-datatype	P190	datatype	wikibase-item
P1900-datatype	P1900	datatype	external-id
P1901-datatype	P1901	datatype	external-id
P1902-datatype	P1902	datatype	external-id
P1903-datatype	P1903	datatype	wikibase-item
P1906-datatype	P1906	datatype	wikibase-item
P1907-datatype	P1907	datatype	external-id
P1908-datatype	P1908	datatype	external-id
P1909-datatype	P1909	datatype	wikibase-item
P1910-datatype	P1910	datatype	wikibase-item
P1911-datatype	P1911	datatype	wikibase-item
P1912-datatype	P1912	datatype	wikibase-item
P1913-datatype	P1913	datatype	wikibase-item
P1914-datatype	P1914	datatype	wikibase-item
P1915-datatype	P1915	datatype	wikibase-item
P1916-datatype	P1916	datatype	wikibase-item
P1917-datatype	P1917	datatype	wikibase-item
P1918-datatype	P1918	datatype	wikibase-item
P1919-datatype	P1919	datatype	external-id
P1920-datatype	P1920	datatype	external-id
P1921-datatype	P1921	datatype	string
P1922-datatype	P1922	datatype	monolingualtext
P1923-datatype	P1923	datatype	wikibase-item
P1924-datatype	P1924	datatype	wikibase-item
P1925-datatype	P1925	datatype	external-id
P1928-datatype	P1928	datatype	external-id
P1929-datatype	P1929	datatype	external-id
P193-datatype	P193	datatype	wikibase-item
P1930-datatype	P1930	datatype	external-id
P1931-datatype	P1931	datatype	string
P1932-datatype	P1932	datatype	string
P1933-datatype	P1933	datatype	external-id
P1934-datatype	P1934	datatype	external-id
P1935-datatype	P1935	datatype	external-id
P1936-datatype	P1936	datatype	external-id
P1937-datatype	P1937	datatype	external-id
P1938-datatype	P1938	datatype	external-id
P1939-datatype	P1939	datatype	external-id
P194-datatype	P194	datatype	wikibase-item
P1940-datatype	P1940	datatype	external-id
P1942-datatype	P1942	datatype	string
P1943-datatype	P1943	datatype	commonsMedia
P1944-datatype	P1944	datatype	commonsMedia
P1945-datatype	P1945	datatype	string
P1947-datatype	P1947	datatype	external-id
P1948-datatype	P1948	datatype	external-id
P1949-datatype	P1949	datatype	external-id
P195-datatype	P195	datatype	wikibase-item
P1950-datatype	P1950	datatype	wikibase-item
P1951-datatype	P1951	datatype	wikibase-item
P1952-datatype	P1952	datatype	external-id
P1953-datatype	P1953	datatype	external-id
P1954-datatype	P1954	datatype	external-id
P1955-datatype	P1955	datatype	external-id
P1956-datatype	P1956	datatype	wikibase-item
P1957-datatype	P1957	datatype	url
P1958-datatype	P1958	datatype	external-id
P1959-datatype	P1959	datatype	external-id
P196-datatype	P196	datatype	wikibase-item
P1960-datatype	P1960	datatype	external-id
P1961-datatype	P1961	datatype	external-id
P1963-datatype	P1963	datatype	wikibase-property
P1966-datatype	P1966	datatype	external-id
P1967-datatype	P1967	datatype	external-id
P1968-datatype	P1968	datatype	external-id
P1969-datatype	P1969	datatype	external-id
P197-datatype	P197	datatype	wikibase-item
P1970-datatype	P1970	datatype	external-id
P1971-datatype	P1971	datatype	quantity
P1972-datatype	P1972	datatype	external-id
P1973-datatype	P1973	datatype	external-id
P1976-datatype	P1976	datatype	external-id
P1977-datatype	P1977	datatype	external-id
P1978-datatype	P1978	datatype	external-id
P1979-datatype	P1979	datatype	external-id
P1980-datatype	P1980	datatype	external-id
P1981-datatype	P1981	datatype	wikibase-item
P1982-datatype	P1982	datatype	external-id
P1983-datatype	P1983	datatype	external-id
P1984-datatype	P1984	datatype	external-id
P1985-datatype	P1985	datatype	external-id
P1986-datatype	P1986	datatype	external-id
P1987-datatype	P1987	datatype	string
P1988-datatype	P1988	datatype	external-id
P1989-datatype	P1989	datatype	external-id
P199-datatype	P199	datatype	wikibase-item
P1990-datatype	P1990	datatype	wikibase-item
P1991-datatype	P1991	datatype	url
P1992-datatype	P1992	datatype	external-id
P1993-datatype	P1993	datatype	string
P1994-datatype	P1994	datatype	external-id
P1995-datatype	P1995	datatype	wikibase-item
P1996-datatype	P1996	datatype	external-id
P1997-datatype	P1997	datatype	external-id
P1998-datatype	P1998	datatype	string
P1999-datatype	P1999	datatype	wikibase-item
P20-datatype	P20	datatype	wikibase-item
P200-datatype	P200	datatype	wikibase-item
P2000-datatype	P2000	datatype	external-id
P2001-datatype	P2001	datatype	string
P2002-datatype	P2002	datatype	external-id
P2003-datatype	P2003	datatype	external-id
P2004-datatype	P2004	datatype	external-id
P2005-datatype	P2005	datatype	external-id
P2006-datatype	P2006	datatype	external-id
P2007-datatype	P2007	datatype	external-id
P2008-datatype	P2008	datatype	external-id
P2009-datatype	P2009	datatype	string
P201-datatype	P201	datatype	wikibase-item
P2010-datatype	P2010	datatype	string
P2011-datatype	P2011	datatype	external-id
P2012-datatype	P2012	datatype	wikibase-item
P2013-datatype	P2013	datatype	external-id
P2014-datatype	P2014	datatype	external-id
P2015-datatype	P2015	datatype	external-id
P2016-datatype	P2016	datatype	external-id
P2017-datatype	P2017	datatype	string
P2018-datatype	P2018	datatype	external-id
P2019-datatype	P2019	datatype	external-id
P2020-datatype	P2020	datatype	external-id
P2021-datatype	P2021	datatype	quantity
P2024-datatype	P2024	datatype	external-id
P2025-datatype	P2025	datatype	external-id
P2026-datatype	P2026	datatype	external-id
P2027-datatype	P2027	datatype	external-id
P2028-datatype	P2028	datatype	external-id
P2029-datatype	P2029	datatype	external-id
P2030-datatype	P2030	datatype	external-id
P2031-datatype	P2031	datatype	time
P2032-datatype	P2032	datatype	time
P2033-datatype	P2033	datatype	wikibase-item
P2034-datatype	P2034	datatype	external-id
P2036-datatype	P2036	datatype	external-id
P2037-datatype	P2037	datatype	external-id
P2038-datatype	P2038	datatype	external-id
P2040-datatype	P2040	datatype	external-id
P2041-datatype	P2041	datatype	external-id
P2042-datatype	P2042	datatype	external-id
P2043-datatype	P2043	datatype	quantity
P2044-datatype	P2044	datatype	quantity
P2045-datatype	P2045	datatype	quantity
P2046-datatype	P2046	datatype	quantity
P2047-datatype	P2047	datatype	quantity
P2048-datatype	P2048	datatype	quantity
P2049-datatype	P2049	datatype	quantity
P205-datatype	P205	datatype	wikibase-item
P2050-datatype	P2050	datatype	quantity
P2051-datatype	P2051	datatype	quantity
P2052-datatype	P2052	datatype	quantity
P2053-datatype	P2053	datatype	quantity
P2054-datatype	P2054	datatype	quantity
P2055-datatype	P2055	datatype	quantity
P2056-datatype	P2056	datatype	quantity
P2057-datatype	P2057	datatype	external-id
P2058-datatype	P2058	datatype	wikibase-item
P206-datatype	P206	datatype	wikibase-item
P2060-datatype	P2060	datatype	quantity
P2061-datatype	P2061	datatype	wikibase-item
P2062-datatype	P2062	datatype	external-id
P2063-datatype	P2063	datatype	external-id
P2064-datatype	P2064	datatype	external-id
P2065-datatype	P2065	datatype	external-id
P2066-datatype	P2066	datatype	quantity
P2067-datatype	P2067	datatype	quantity
P2068-datatype	P2068	datatype	quantity
P2069-datatype	P2069	datatype	quantity
P207-datatype	P207	datatype	commonsMedia
P2070-datatype	P2070	datatype	external-id
P2071-datatype	P2071	datatype	external-id
P2072-datatype	P2072	datatype	external-id
P2073-datatype	P2073	datatype	quantity
P2074-datatype	P2074	datatype	external-id
P2075-datatype	P2075	datatype	quantity
P2076-datatype	P2076	datatype	quantity
P2077-datatype	P2077	datatype	quantity
P2078-datatype	P2078	datatype	url
P2079-datatype	P2079	datatype	wikibase-item
P208-datatype	P208	datatype	wikibase-item
P2080-datatype	P2080	datatype	external-id
P2081-datatype	P2081	datatype	external-id
P2082-datatype	P2082	datatype	external-id
P2083-datatype	P2083	datatype	external-id
P2084-datatype	P2084	datatype	external-id
P2085-datatype	P2085	datatype	external-id
P2086-datatype	P2086	datatype	external-id
P2087-datatype	P2087	datatype	external-id
P2088-datatype	P2088	datatype	external-id
P2089-datatype	P2089	datatype	external-id
P209-datatype	P209	datatype	wikibase-item
P2090-datatype	P2090	datatype	external-id
P2091-datatype	P2091	datatype	external-id
P2092-datatype	P2092	datatype	external-id
P2093-datatype	P2093	datatype	string
P2094-datatype	P2094	datatype	wikibase-item
P2095-datatype	P2095	datatype	wikibase-item
P2096-datatype	P2096	datatype	monolingualtext
P2097-datatype	P2097	datatype	quantity
P2098-datatype	P2098	datatype	wikibase-item
P2099-datatype	P2099	datatype	external-id
P21-datatype	P21	datatype	wikibase-item
P210-datatype	P210	datatype	wikibase-item
P2100-datatype	P2100	datatype	external-id
P2101-datatype	P2101	datatype	quantity
P2102-datatype	P2102	datatype	quantity
P2103-datatype	P2103	datatype	quantity
P2105-datatype	P2105	datatype	quantity
P2106-datatype	P2106	datatype	external-id
P2107-datatype	P2107	datatype	quantity
P2108-datatype	P2108	datatype	external-id
P2109-datatype	P2109	datatype	quantity
P2112-datatype	P2112	datatype	quantity
P2113-datatype	P2113	datatype	quantity
P2114-datatype	P2114	datatype	quantity
P2115-datatype	P2115	datatype	external-id
P2116-datatype	P2116	datatype	quantity
P2117-datatype	P2117	datatype	quantity
P2118-datatype	P2118	datatype	quantity
P2119-datatype	P2119	datatype	quantity
P212-datatype	P212	datatype	external-id
P2120-datatype	P2120	datatype	quantity
P2121-datatype	P2121	datatype	quantity
P2123-datatype	P2123	datatype	external-id
P2124-datatype	P2124	datatype	quantity
P2125-datatype	P2125	datatype	string
P2126-datatype	P2126	datatype	string
P2127-datatype	P2127	datatype	wikibase-item
P2128-datatype	P2128	datatype	quantity
P2129-datatype	P2129	datatype	quantity
P213-datatype	P213	datatype	external-id
P2130-datatype	P2130	datatype	quantity
P2131-datatype	P2131	datatype	quantity
P2132-datatype	P2132	datatype	quantity
P2133-datatype	P2133	datatype	quantity
P2134-datatype	P2134	datatype	quantity
P2135-datatype	P2135	datatype	quantity
P2136-datatype	P2136	datatype	quantity
P2137-datatype	P2137	datatype	quantity
P2138-datatype	P2138	datatype	quantity
P2139-datatype	P2139	datatype	quantity
P214-datatype	P214	datatype	external-id
P2140-datatype	P2140	datatype	quantity
P2141-datatype	P2141	datatype	quantity
P2142-datatype	P2142	datatype	quantity
P2143-datatype	P2143	datatype	quantity
P2144-datatype	P2144	datatype	quantity
P2145-datatype	P2145	datatype	quantity
P2146-datatype	P2146	datatype	quantity
P2147-datatype	P2147	datatype	quantity
P2148-datatype	P2148	datatype	quantity
P2149-datatype	P2149	datatype	quantity
P215-datatype	P215	datatype	string
P2150-datatype	P2150	datatype	quantity
P2151-datatype	P2151	datatype	quantity
P2152-datatype	P2152	datatype	wikibase-item
P2153-datatype	P2153	datatype	external-id
P2154-datatype	P2154	datatype	quantity
P2155-datatype	P2155	datatype	wikibase-item
P2156-datatype	P2156	datatype	wikibase-item
P2158-datatype	P2158	datatype	external-id
P2159-datatype	P2159	datatype	wikibase-item
P2160-datatype	P2160	datatype	quantity
P2161-datatype	P2161	datatype	external-id
